,comment,type,sentiment
15054,2012 er joint 100 rank hoyechilo tmr??,question,neutral
15055,exm kano toiri karocha,emotional,negative
15056,যতবারই দেখি হাসতে হাসতে পেট ব্যাথা হয়ে যায়।।,emotional,positive
15057,best video is this video,opinion,positive
15058,kiron da tumi sera,emotional,neutral
15059,i have gone through each of these phases and i&#39;m proud of that,opinion,positive
15060,gan ta amaro ashe.............,emotional,neutral
15061,oh my god awesome,emotional,positive
15062,onak funny,opinion,positive
15063,সত্যি বোলতে লজ্জা নেই।আমি আগা গোড়া মীর জাফর স্টাইলের স্টুডেন্ট ছিলাম।আমার বন্ধুরা আমাকে চামার দ্যা গ্রেট বোলে ডাকতো,emotional,positive
15064,ami dada thokthak,emotional,negative
15065,kiran daa has many different glasses,informative,neutral
15066,ami chilam thakur bokto,emotional,positive
15067,"o significant other funny, i saw all this type of students",emotional,neutral
15068,ami jokon ektu choto chilam tokon no cheating no tukli kintu jokon online class e exam holo tokon ektu google theke tukli korte hoto answer janleo tukli korte hoto.,opinion,neutral
15069,sir takale acting kora ami,opinion,neutral
15070,অভিনেতা,informative,neutral
15071,আমার মধ্যে এই গুনগুলো নেই দাদা,opinion,negative
15072,"আমিও তোমার মতোই ছিলাম,",emotional,neutral
15073,drn,informative,neutral
15074,nice,opinion,positive
15075,somaj birodhi....yaar... ki birokto lagto exam dite janle oo likhte iccha korto na.....but ae lockdown a exam dite torpacchi....,emotional,negative
15076,ami giya gan kori,emotional,negative
15077,dada tomay tweeter a dakchina kano???,question,neutral
15078,apnar video amader khub bhalolaga,opinion,positive
15079,আমি মীরজাফর ছিলাম।,informative,neutral
15080,khub sundor hoyeche,opinion,positive
15081,sotti,emotional,negative
15082,gushkor bade son of a b*tch amr son of a b*tch talent ache,emotional,negative
15083,ami son of a b*tch somoe mirjafor chilam,emotional,negative
15084,ar ami porasuna vabte vabte song e cole getam,opinion,positive
15085,ami backbencher chilam achi aar thakbo,emotional,neutral
15086,ami to porikhar somoy puroi boka.... chilam,emotional,negative
15087,school ta mone porche khub exam mane say tukli fukli o just osam by the way nice video big fan dada,opinion,neutral
15088,significant other funny awesome dada...,emotional,positive
15089,tera dhyan kidhar hai ye tera bondhu idhar hai,emotional,negative
15090,i love you kiron dutta,emotional,positive
15091,vah kya acting kar raha haivahkya acting kar raha hai,emotional,neutral
15092,khub bhalo acting,opinion,positive
15093,aky jama kano,informative,neutral
15094,acting gulo just fatafati hoyeche dada,emotional,negative
15095,sir extra sheet please arokom arr mor tora shobai mor akta keo help korbo na.,emotional,negative
15096,outstanding,opinion,positive
15097,subscribe korlam. khub valo laglo.,promotional,positive
15098,"আমার type টা তুমি দেখাওনি, আমি মোটামুটি পারতাম আর অন্যদের risk নিয়েও help করতাম।",emotional,negative
15099,somaj birodhi,emotional,neutral
15100,ameo a6e dada puro tomr motho,,
15101,jio kiron da,emotional,neutral
15102,pagol choda bonguy,emotional,negative
15103,bonguy the pago choda,emotional,negative
15104,kiran da tumi class 11a science na arts niyechle,informative,neutral
15105,dada sotti ai rokom hoi,emotional,negative
15106,darun laglo...hbby,emotional,positive
15107,3:02 i was shocked,emotional,negative
15108,amr o amon hoy,emotional,neutral
15109,amra sala panchmisali,emotional,neutral
15110,quick video dao.....,opinion,neutral
15111,ei xam paper e ami amar baba thakur da 1 7e xam dileo pass korbena---,emotional,negative
15112,amar maa are or our naam bulti,emotional,neutral
15113,"&quot;রিস্কা&quot; নয় কিরন, &quot;রিক্সা&quot; বলতে হয়।",informative,neutral
15114,xerox machine,informative,neutral
15115,ashish chanchanalani op,opinion,positive
15116,2:54- 3:13 akstra paper ata ami chilam,informative,neutral
15117,ভাই তুমারা ভিডিও বাহাত আচ্ছা হে,opinion,positive
15118,কি বলবো কিরণ দা দু&#39;বছর পরীক্ষাই দিইনি,emotional,neutral
15119,nice #banglasayeri,opinion,positive
15120,nice acting. . maja ya aur ye jo maja ha na wo sirf bong guy ko milna chaiha.,opinion,positive
15121,tomar ee moto silm student..,informative,neutral
15122,ha go dada amio exm halle gale ektu nervous hoye portam..and that&#39;s for obviously,emotional,negative
15123,son type,informative,neutral
15124,ami to son of a b*tch dhoroneri chilam,emotional,negative
15125,ha,emotional,neutral
15126,3:15,informative,neutral
15127,১ দিন এ ৫৮km cycle চালালাম,informative,neutral
15128,ami kub balo cilam,emotional,negative
15129,gan kora student dada,informative,neutral
15130,পরীক্ষার হলে আমি ছিলাম সেই ছেলেটা যে নিজে কিছু লেখুক আর না লেখুক চারদিকে তাকিয়ে সাইলেন্ট মোমেন্ট এর সোন্দর্য উপভোগ করতাম,emotional,positive
15131,amar mone porche ami class 9th a akbar physical science ar jaigai life science pore gechilam,informative,neutral
15132,ami khubi bhalo student,opinion,positive
15133,&quot;ei ei gan korchi kno exam dite eschi to &quot; -,informative,neutral
15134,ha obossoi arokom video chai,emotional,neutral
15135,ami topper chilam.,opinion,positive
15136,kiran.. you are my favorite you tuber,opinion,positive
15137,very very funny and,opinion,positive
15138,দুটোই করেছিলাম,informative,neutral
15139,ami examhole tention e thakle gan geye feli.,emotional,negative
15140,amar to likte likte sesiii hoy na,emotional,negative
15141,ami moniter and a good stodden chilam,informative,neutral
15142,you are significant other talented.,opinion,positive
15143,ami akino school a pori dada ar ami awar ar exam a aunty kach thick chit korachi amar akon exam cholcha ami jokon bhorty hoychi tokon e exam ar book pata pata e exam jokon book parlam tar thick 10 din bada e amar porika,emotional,negative
15144,ami mon diye portam raat ekta obdi tarpore barotar somoye ghum chokh lap hoye jeto,emotional,negative
15145,"kiron da, ami 1st girl achi akhono my name is rupa debnath",informative,neutral
15146,সমাজ বিরোধী ta darun chilo. .....jio kiron da thank you for your video,emotional,negative
15147,ami apnar motoni chilam,emotional,positive
15148,dada first clip ta darun chilo,emotional,positive
15149,5:54 i am the pro player of minimilitia i challenge,informative,neutral
15150,ami bhoy paya jai,emotional,positive
15151,6.15,informative,neutral
15152,exam in 30 min but still watching this.,emotional,negative
15153,darun,emotional,neutral
15154,কারা কারা কিরণ এর fan তারা প্লিজ like করো,promotional,neutral
15155,2021 15th august ke ke dekhcho...,informative,neutral
15156,ak kothay obhinabo,Question,Neutral
15157,darun darun agerr son of a b*tch khota mone koreia dila,emotional,negative
15158,#sdakash,informative,neutral
15159,ami sala son of a b*tch rokom chilam,emotional,negative
15160,fabulous bro just awesome,opinion,positive
15161,hiitumi kon type ar chila??,question,neutral
15162,sir vai amake dekhe,emotional,neutral
15163,xerox,informative,neutral
15164,eai rokom video aro chai,opinion,positive
15165,khub valo laglo go kiran da....,emotional,positive
15166,মীরজাফর টাইপ,informative,neutral
15167,ami mirjafor chhilam dada,emotional,neutral
15168,dada bhai hebbi lagche video ta,emotional,positive
15169,আমরা amon video আরো chai,informative,neutral
15170,bokkachoda to moto khanki a,emotional,negative
15171,nije toper hoye eirokom,emotional,negative
15172,significant other funny,opinion,positive
15173,tumi anukul thakurer shisso?,question,neutral
15174,very good,opinion,positive
15175,akon ami tik akerokom kori thanks ato hasanor jonno pat fta galo o ma go,emotional,positive
15176,তোমার গানগুলো দারুণ,opinion,positive
