clean_comment_v1,clean_comment_v2,sentiment,type
vhai apni protibadi jafor iqbal shommondde j jonno bangla jodi hoi amader matri basha r english holo sara bisher matri tu r bisher bahirer atake bisher matri basha kora holo tokhon koi chilen bollen na kno bangladesh bisher bahire j arabic urdu te kotha bolen tokhon 21february bishoye j bollen amra chaile o apnake bolte amra europ jara thaki tara apnr moto faltu chinta er manush bangla ki ochit ora na bojleo bangla bolte sodho e pagoler kaj hote parer arob desh a jara thaken tara j arobite kotha bolen r hindi urdu mishiye kotha bolen j urdur jonno ato bangali sohid bangla bashar ubomanona kora hoinaamra europ theke joto sob bangla deshi shongscriti europ e mala er koto ta baniye online charle e apni onk boro matha uala hoye bolen chinta kore bolben porer bangladesh er modde j ato english school ase janen kicu hoina,vhai apni protibadi jafor iqbal shommondd j jonno bangla jodi hoi amad matri basha r english holo sara bisher matri tu r bisher bahir atak bisher matri basha kora holo tokhon koi chilen bollen na kno bangladesh bisher bahir j arab urdu te kotha bolen tokhon februari bishoy j bollen amra chail apnak bolt amra europ jara thaki tara apnr moto faltu chinta er manush bangla ki ochit ora na bojleo bangla bolt sodho e pagol kaj hote parer arob desh jara thaken tara j arobit kotha bolen r hindi urdu mishiy kotha bolen j urdur jonno ato bangali sohid bangla bashar ubomanona kora hoinaamra europ theke joto sob bangla deshi shongscriti europ e mala er koto ta baniy onlin charl e apni onk boro matha uala hoy bolen chinta kore bolben porer bangladesh er modd j ato english school ase janen kicu hoina,1,0
জ্ঞানের অভাব পড়া লেখা কম না জেনে না পড়ে কথা বলে কুয়ার ব্যাঙ,জ্ঞান অভাব পড়া লেখা না জান না পড়ে কথা কুয় ব্যাঙ,0,0
আল্লাহ্ সঠিক বিচার করবেন ইনশা আল্লাহ,আল্লাহ্ সঠিক বিচ ইনশা আল্লাহ,2,0
apni ki boi ti porechen,apni ki boi ti porechen,1,0
apni ki boi ti porechen,apni ki boi ti porechen,1,0
মামু সরকার তো বড় নাস্তিক হাহাহা,মামু সরক বড় নাস্তিক হাহাহা,0,0
apne mitte bolen answer deye lagbe na apne janlei hobe have a good day,apn mitt bolen answer dey lagb na apn janlei hobe good day,1,0
apne mitte bolen answer deye lagbe na apne janlei hobe have a good day,apn mitt bolen answer dey lagb na apn janlei hobe good day,1,0
মীর জাফরকে জুতার মালাপড়ানো হউক,মীর জাফর জুত মালাপড়ানো হউক,0,0
মীর জাফরকে জুতার মালাপড়ানো হউক,মীর জাফর জুত মালাপড়ানো হউক,0,0
এই জাফরকে আমি পেলে একেবারে গুলি করবো,জাফর পাল একেবারে করবো,0,0
এই জাফরকে আমি পেলে একেবারে গুলি করবো,জাফর পাল একেবারে করবো,0,0
জাফর নাস্তিক মাদারচুদকে আগুনে পুরে মারার দরকার,জাফর নাস্তিক মাদারচুদ আগুনে পুরে মারা দরক,0,0
জাফর নাস্তিক মাদারচুদকে আগুনে পুরে মারার দরকার,জাফর নাস্তিক মাদারচুদ আগুনে পুরে মারা দরক,0,0
জাফর নাস্তিক মাদারচুদকে আগুনে পুরে মারার দরকার,জাফর নাস্তিক মাদারচুদ আগুনে পুরে মারা দরক,0,0
kida re total hypocrisy,kida total hypocrisi,0,0
apni kno english word ussaron asce boro mia abal,apni kno english word ussaron asc boro mia abal,0,0
জাফর নামের কুকুর কে বাংলাদেশ তেকে বের করে দেয়া হোক,জাফর নাম কুকুর বাংলাদেশ তেক দেয়া,0,0
মুসলমান কি ভাবে বকা দেয় আপনার বিচার আগে হবে আপনি আল্লাহর কাছে মাপ চান আপনাকে বকা দেওয়ার পারমিশন কে দিল ভাই,মুসলমান বকা বিচ আল্লাহর মাপ আপনা বকা পারমিশন দিল ভাই,1,0
আপনার মতো প্রতিবাদী লোকের অভাব,প্রতিবাদী লোক অভাব,2,0
raju ahmed shune vlo laglo desh e toder moto murkho dhormandho manush kom,raju ahm shune vlo laglo desh e toder moto murkho dhormandho manush kom,0,0
raju ahmed shune vlo laglo desh e toder moto murkho dhormandho manush kom,raju ahm shune vlo laglo desh e toder moto murkho dhormandho manush kom,0,0
raju ahmed shune vlo laglo desh e toder moto murkho dhormandho manush kom,raju ahm shune vlo laglo desh e toder moto murkho dhormandho manush kom,0,0
a tuy pieces boyta madarcod puy porlya ar akotha boltena,tuy piec boyta madarcod puy porlya ar akotha boltena,0,0
zafar iqballiton gazi আপনাদের মতন মানুষদের দেখলে লজ্জা বোধ হয়ইউটুবে এসে ভিডিও তৌরি করছেনকিন্তূ দুঃখের বিষয় আপনার প্রতিটা বাংলা শব্দউচ্চারণবাক্য নির্মাণ একেবারে ভুলে ভরাযাকে বলে লেজে গোবড়ে মানুষকে অকথ্য ভাষায় গালাগাল ছাড়াও ভদ্র ভাষায় সমালোচনা করা যায় নিজেকে প্রথমে শিক্ষিত করুন অন্যের ত্রুটি বের করার আগেবাংলাদেশের ভাবমূর্তি ছোট করার কোন অধিকার আপনার নাই অশ্রাব্য অকথ্য ভাষা ব্যবহার করে ভিডিও বানিয়ে পুরু বিশ্বের বাংলাভাষীদের কাছে বাংলাদেশিদের সম্মানহানি করে আপনি স্বয়ং ক্ষুদ্রতার পরিচয় দিয়ে যাচ্ছেন প্রতিনিয়ত আগে নিজের ভাষাটি আয়ত্ব করুন পরিপূর্ন রূপেতবেই অন্যকে শোধরানোর অধিকার আপনি পেতে পারেন তাও একটা সীমারেখার মধ্যে থেকে ধন্যবাদ,zafar iqballiton gazi আপনা মতন মানুষ দেখলে লজ্জা বোধ হয়ইউটুবে ভিডি তৌরি করছেনকিন্তূ দুঃখ বিষয় প্রতি বাংলা শব্দউচ্চারণবাক্য নির্মাণ একেবারে ভুলে ভরাযা লাজ গোবড়ে মানুষ অকথ্য ভাষায় গালাগাল ভদ্র ভাষায় সমালোচনা যায় প্রথমে শিক্ষিত করুন অন্য ত্রু আগেবাংলাদেশের ভাবমূর্তি অধিক অশ্রাব্য অকথ্য ভাষা ভিডি বানা পুরু বিশ্ব বাংলাভাষী বাংলাদেশি সম্মানহানি ক্ষুদ্রত পরিচয় যায় প্রতিনিয়ত ভাষা আয়ত্ব করুন পরিপূর্ন রূপেতবে অন্য শোধরানোর অধিক পেত এক সীমারেখার ধন্যবাদ,1,0
